name,affiliation
Jeremiah Onaolapo,University of Vermout
Michalis Polychronakis,Stony brook University
Kasper Rasmussen,University of Oxford
Chao Shen,Jiaotong University
Kun Sun,George Mason University
Andreas Terzis,Google
Ning Zhang,Washington University St. Louis
Yue Zhang,Ohio State University
Mario Alvim,Federal University of Minas Gerais
Myrto Arapinis,University of Edinburgh
Owen Arden,UC Santa Cruz
David Baelde,ENS Rennes
Musard Balliu,KTH Royal Institute of Technology
Ioana Boureanu,University of Surrey
Limin Jia,CMU
Adrien Koutsos,INRIA Paris
Matteo Maffei,TU Wien
Toby Murray,University of Melbourne
Frank Piessens,KU Leuven
Masayuki Abe,NTT Social Informatics Laboratories
Shweta Agrawal,Indian Institute of Technology
Foteini Baldimtsi,George Mason University
Foteini Baldimtsi,George Mason University
Manuel Barbosa,University of Porto
Matteo Campanelli,Protocol Labs
Dario Catalano,University of Catania
Sherman S. M. Chow,The Chinese University of Hong Kong
Anamaria Costache,Norwegian University of Science and Technology (NTNU)
Gareth T. Davies,University of Wuppertal
Gabrielle De Micheli,UCSD
Jean Paul Degabriele,Technology Innovation Institute
Daniel Escudero,JP Morgan AI Research
Sebastian Faust,TU Darmstadt
Ben Fisch,Yale University
Marc Fischlin,TU Darmstadt
Benjamin Fuller,University of Connecticut
Chaya Ganesh,Indian Institute of Science
Adria Gascon,Google
Esha Ghosh,Microsoft Research
Zichen Gui,ETH
Divya Gupta,Microsoft Research
Lucjan Hanzlik,CISPA
Tibor Jager,University of Wuppertal
Gabriel Kaptchuk,Boston University
Ngoc Khanh Nguyen,EPFL
Russell Lai,Aalto University
Kim Laine,Microsoft Research
Julian Loss,CISPA
Bernardo Magri,The University of Manchester
Antonio Marcedone,Zoom
Daniel Masny,Meta
Bart Mennink,Radboud University
Tarik Moataz,MongoDB
Pratyay Mukherjee,SupraOracles Research
Ryo Nishimaki,NTT
Anca Nitulescu,Protocol Labs
Michele Orrù,University of Berkeley / Sorbonne University
Dimitrios Papadopoulos,University of Science and Technology
Arpitra Patra,Indian Institute of Science
Giuseppe Persiano,University of Salerno
Bertram Poettering,IBM Research Zurich
Yuriy Polyakov,Duality Technologies
Antigoni Polychroniadou,J.P. Morgan AI research
Bart Preneel,Univ. of Leuven
Mariana Raykova,Google
Christian Rechberger,TU Graz
Eyal Ronen,Tel Aviv University
Adeline Roux-Langlois,IRISA
Andy Rupp,University of Luxembourg and KASTEL Security Research Labs
Dominique Schröder,Friedrich-Alexander-Universität Erlangen-Nürnberg
Abhi shelat,Northeastern University
Daniel Slamanig,AIT Austrian Institute of Technology
Yongsoo Song,Seoul National University
Ajith Suresh,TU Darmstadt
Akira Takahashi,University of Edinburgh
Sri Aravinda Krishnan Thyagarajan,Carnegie Mellon University
Ni Trieu,Arizona State University
Yiannis Tselekounis,Carnegie Mellon University
Aleksei Udovenko,University of Luxembourg
Xiao Wang,Northwestern University
David Wu,University of Texas at Austin
Jiayu Xu,Oregon State University
Bo-Yin Yang,Academia Sinica
Yu Yu,Shanghai Jiao Tong University
Greg Zaverucha,Microsoft Research
Yupeng Zhang,Texas A&M
Jiang Zhang,State Key Laboratory of Cryptology
Wenting Zheng,CMU
Ruba Abu-Salma,Kings College London
Taslima Akter,UC Irvine
Nalin Arachchilage,University of Auckland
Guangdong Bai,University of Queensland
Patricia Cabarcos,Universität Paderborn
Rahul Chatterjee,University of Wisconsin-Madison
Anupam Das,NCSU
Ali Farooq,University of Turku
Tobias Fiebig,MPI-Inf
Carlos Gañán,ICANN
Bailey Kacsmar,U Waterloo
Frank Li,Georgia Tech
Jingjie Li,U Wisconsin-Madison
Mainack Mondal,IIT
Tatsuya Mori,Waseda University
Sai Teja Peddinti,Google
Sazzadur Rahaman,U of Arizona
Nitesh Saxena,Texas A&M
Jose Such,Kings College London
Blase Ur,University of Chicago
Lun Wang,Google
Tina Wu,Data61
Savvas Zannettou,TU Delft
Yixin Zou,MPI-SP
Ittai Abraham,VMWare
Ghada Almashaqbeh,University of Connecticut
Frederik Armknecht,University of Mannheim
Zeta Avarikioti,TU Wien
Massimo Bartoletti,University of Cagliari
Alysson Bessani,University of Lisbon
Jing Chen,Algorand
Jeremy Clark,Concorida
Aisling Connolly,Dfinity
Lucas Davi,University of Duisburg-Essen
Sisi Duan,Tsinghua University
Stefan Dziembowski,Warsaw
Kaoutar Elkhiyaoui,IBM Research
Ittay Eyal,Technion
Yu Feng,UCSB
Peter Gazi,IOHK
Arthur Gervais,University College London
Ari Juels,Cornell Tech
Jonathan Katz,UMD
Lucianna Kiffer,ETH Zurich
Lefteris Kokoris-Kogias,IST Austria
Kari Kostiainen,ETH Zurich
Ranjit Kumaresan,Visa
Duc-V Le,Visa Research
Andrew Lewis-Pye,London School of Economics
Yun Lu,University of Victoria
Giorgia Azzurra Marson,NEC Labs
Shin'ichiro Matsuo,Georgetown University
David Mohaisen,University of Florida
Pedro Moreno-Sanchez,IMDEA
Kartik Nayak,Duke
Joachim Neu,Stanford
Kirill Nikitin,Cornell Tech
Valeria Nikolaenko,Meta
Charalampos Papamanthou,Yale
Ling Ren,UIUC
Stefanie Roos,TU Delft
Stefan Schmid,University of Vienna
Clara Schneideweind,MPI-SP
Mark Simkin,Ethereum
Yonatan Sompolinsky,Harvard
Alberto Sonnino,Meta
Alessandro Sorniotti,IBM Research Zurich
Qiang Tang,Sydney
Karl Wuest,CISPA
Zhuolun (Daniel) Xiang,Aptos labs
Fan Zhang,Duke
Haibin Zhang,Beijing Institute of Technology
Hong-Sheng Zhou,Virginia Commonwealth University
Aviv Zohar,HUJI
Adam Doupé,ASU
Andrei Sabelfeld,Chalmers
Aurore Fass,Stanford
Cris Staicu,CISPA
Deian Stefan,UCSD
Ding Wang,Nankai University
Engin Kirda,Northeastern University
Florian Schaub,University of Michigan
Iskander Sanchez-Rola,NortonLifeLock
Jason Polakis,UIC
Leyla Bilge,NortonLifeLock
Maliheh Shirvanian,VISA
Merve Sahin,SAP
Nick Nikiforakis,Stony Brook
Pierre Laperdrix,CNRS
Roberto Perdisci,Georgia Tech
Sooel Son,KAIST
Stefano Calzavara,Venice
Tamara Rezk,INRIA
Veelasha Moonsamy,RUB
Victor Le Pochat,KU Leuven
Wei Meng,CUHK
Xiaojing Liao,Indiana University Bloomington
Yousra Aaafer,University of Waterloo
Zane Ma,Georgia Tech
Network Security,Unknown
Alan Liu,Boston University
Andreas Terzis,Google
Ang Chen,Rice University
Chao Shen,Xi’an Jiaotong University
Christina Poepper,NYU Abu Dhabi
Chunyi Peng,Purdue University
Daniel Xiapu Luo,The Hong Kong Polytechnic University
Haya Shulman,Fraunhofer SIT
Jedidiah Crandall,Arizona State University
Jelena Mirkovic,University of Southern California
Katharina Kohls,Radboud University
Kun Sun,George Mason University
Laurent Vanbever,ETH
Matthew Lentz,Duke University
Mattijs Jonker,University of Twente
Michalis Polychronakis,Stony Brook University
Min Suk Kang,KAIST
Nick Feamster,University of Chicago
Ning Zhang,Washington University in St. Louis
Qian Wang,Wuhan University
Syed Rafiul Hussain,Penn State University
Yao Liu,University of South Florida
Yih-Chun Hu,UIUC
Yongdae Kim,KAIST
Zhan Qin,Zhejiang University
Zhuotao Liu,Tsinghua University
Zubair Shafiq,"University of California, Davis"
Formal Methods and Programming Languages,Unknown
Limin Jia,CMU
Mario Alvim,Brazil
Matteo Maffei,"TU Wien, Austria"
Musard Balliu,KTH Royal Institute of Technology
Owen Arden,UC Santa Cruz
Robert Kunnemann,CISPA
Sabine Oechsner,Security and Privacy group at Edinburg University
Sasa Radomirovic,"Heriot-Watt University, UK"
Toby Murray,University of Melbourne
Vincent Laporte,"LORIA, Nancy, France"
"Hardware, Side Channels, and CyberPhysical Systems",Unknown
Amir Moradi,University of Cologne
Annelie Heuser,CNRS IRISA
Beguel Bilgin,Rambus
Ben Nassi,Ben Gurion
Benedikt Gierlichs,KU Leuven
Christiano Giuffrida,VU Amsterdam
Clementine Maurice,CNRS Cristal
Daniel Gruss,IAIK
Daniel Holcombe,UMass Amherst
Daniel Moghimi,UCSD
David Oswald,University of Birmingham
Dmitry Evtyushkin,College of William and Mary
Edward Suh,Cornell University
Guoxing Chen,Shanghai Jiao Tong University
Hamed Okhravi,MIT Lincoln Laboratory
Ivan Martinovic,University of Oxford
Jakub Szefer,Yale University
Jo van Bulck,KU Leuven
Maire O’Neill,Queens University Belfast
Marina Minkin,University of Michigan
Matthias Neugschwandtner,Oracle
Michail Maniatakos,NY Abudhabi
Mohammad Atiqul Islam,The University of Texas at Arlington
Mu Zhang,Utah
Nele Mentens,University of Leiden
Nils Ole Tippenhauer,CISPA
Oleksii Oleksenko,Microsoft Research
Petr Svenda,Masaryk Univesity
Ruby Lee,Princeton
Ryan Kastner,UC San Diego
Saman Zonouz,Rutgers University
Shivam Basin,NTU Singapore
Shreyas Sen,Purdue
Sonia Belaid,Cryptoexperts
Stefano Zanero,Politecnico di Milano
Taegyu Kim,Pennsylvania State University
Thomas Unterluggauer,Intel
Urbi Chatterjee,IIT Kanpur
Xiaoyu Ji,Zhejiang University
Yuval Yarom,University of Adelaide
Ziming Zhao,University at Buffalo
Applied Cryptography,Unknown
Adeline Roux-Langlois,"CNRS, IRISA"
Aikaterini Mitrokotsa,University of St. Gallen
Akira Takahashi,Aarhus University
Alptekin Kupcu,Koç University
Anamaria Costache,Norwegian University of Science and Technology (NTNU)
Anca Nitulescu,Protocol Labs
Andy Rupp,University of Luxembourg and KASTEL Security Research Labs
Anja Lehmann,"Hasso-Plattner-Institute, University of Potsdam"
Bart Preneel,"COSIC, Univ. of Leuven"
Benjamin Fuller,University of Connecticut
Bertram Poettering,IBM Zurich
Chaya Ganesh,Indian Institute of Science
Daniel Slamanig,AIT Austrian Institute of Technology
Daniele Venturi,Sapienza
Dario Fiore,IMDEA
Divya Gupta,"Microsoft Research, India"
Dov Gordon,George Mason University
Esha Ghosh,"Microsoft Research, Redmond"
Eyal Ronen,Tel Aviv University
Foteini Baldiitsi,George Mason University
Francois-Xavier Standaert,UCL Crypto Group
Gabriel Kaptchuk,Boston University
Gabrielle De Micheli,UCSD
Gareth T. Davies,University of Wuppertal
Greg Zaverucha,"Microsoft Research, Redmond"
Jean Paul Degabriele,Technische Universität Darmstadt
Jiaheng Zhang,Berkley
Julia Hesse,IBM Zurich
Julian Loss,CISPA
Kenny Paterson,ETH
Leo Perrin,INRIA
Lisa Kohl,CWI
Ludovic Perret,Sorbonne University
Marc Fischlin,TU Darmstadt
Mariana Raykova,Google
Mehdi Tibouchi,NTT
Moti Yung,Google LLC and Columbia University
Ni Trieu,Arizona State University
Peter Schwabe,Max Planck Institute
Pierre-Alain Fouque,"Rennes Univ, France"
Pratik Soni,CMU
Rosario Gennaro,CUNY and Protocol Labs Research
Ruben Niederhagen,SDU
Ryo Nishimaki,NTT
Sherman S. M. Chow,The Chinese University of Hong Kong
Shweta Agrawal,"Indian Institute of Technology, Madras"
Sri Aravinda Krishnan Thyagarajan,CMU
Tarik Moataz,MongoDB
Tibor Jager,University of Wuppertal
Xiao Wang,Northwestern University
Xiong (Leo) Fan,Algorand
Yu Yu,Shanghai Jiao Tong University
Yu Sasaki,NTT
Battista Biggio,University of Cagliari
Ben Zhao,University of Chicago
Bimal Viswanath,Virginia Tech
Binghui Wang,Illinois Institute of Technology
Bo Li,UIUC
Boris Köpf,Microsoft Research Cambridge
Carl A. Gunter,UIUC
Chaowei Xiao,Arizona State University
David Mohaisen,University of Central Florida
David Freeman,Facebook
Fabio Pierazzi,King’s College London
Florian Tramèr,Google and ETH
Gagandeep Singh,UIUC
Gang Wang,UIUC
Giuseppe Ateniese,George Mason University
Hao Chen,UC Davis
Kai Chen,Chinese Academy of Science
Konrad Rieck,Technische Universität Braunschweig
Lorenzo Cavallaro,UCL
Mario Fritz,CISPA
Mathias Humbert,University of Lausanne
Matt Fredrikson,CMU
Matthew Jagielski,Google Research
Michael Backes,CISPA
Ninghui Li,Purdue University
Olga Ohrimenko,The University of Melbourne
Patrick McDaniel,Penn State University
Pin-Yu Chen,IBM Research
Reza Shokri,National University of Singapore
Saeed Mahloujifar,Princeton University
Shagufta Mehnaz,Dartmouth College
Shiqing Ma,Rutgers University
Shouling Ji,Zhejiang University
Shruti Tople,Microsoft Research Cambridge
Suman Jana,Columbia
Thomas Pasquier,University of British Columbia
Ting Wang,Penn State University
Varun Chandrasekaran,University of Wisconsin-Madison
Vincent Bindschaedler,University of Florida
Xiangyu Zhang,Purdue University
Xiaofeng Wang,Indiana University Bloomington
Yang Zhang,CISPA
Yinzhi Cao,Johns Hopkins University
Yizheng Chen,"University of California, Berkeley"
Yuan Hong,Illinois Institute of Technology
Yuan Tian,University of Virginia
Yupeng Zhang,Texas A&M University
Anupam Das,North Carolina State University
Blase Ur,University of Chicago
Daphne Yao,Virginia Tech
Elissa Redmiles,Max Planck Institute
Frank Li,Georgia Tech
Jason Xue,University of Adelaide
Kelsey Fulton,University of Maryland
Mainack Mondal,IIT Karagpur
Nitesh Saxena,Texas A&M
Sai Teja Peddinti,Google
Tobias Fiebig,TU Delft
Wenbo Guo,Penn State
Alin Tomescu,VMware
Alysson Bessani,Lisbon
Andrew Miller,UIUC
Aniket Kate,Purdue
Arpita Patra,IISC
Arthur Gervais,Imperial
Aviv Zohar,HUJI
Charalampos Papamanthou,Yale
Fan Zhang,Duke
Giorgia Marson,NEC
Ittay Eyal,Technion
Jonathan Katz,UMD
Kartik Nayak,Duke
Lefteris Kokoris-Kogias,IST Austria
Ling Ren,UIUC
Mahdi Zamani,Visa
Marko Vukolic,Protocol Labs
Mary Maller,Ethereum
Philipp Jovanovic,UCL
Qiang Tang,Sydney
Tim Roughgarden,Colombia
Valeria Nikolaenko,Meta
Vassilis Zikas,Purdue
Abhradeep Thakurta,Google
Albert Cheu,Georgetown University
Aloni Cohen,University of Chicago
Amir Houmansadr,UMass Amherst
Amritha Roy Chowdhury,Wisconsin Madison
Anna Maria Mandalari,Imperial College London
Bolin Ding,Alibaba Group
Chenghong Wang,Duke University
Daniel Kifer,Penn State University
Gergely Acs,Budapest University of Technology and Economics
Graham Cormode,University of Warwick
Jennie Rogers,Northwestern University
Jian Lou,"Guangzhou Institute of Technology, Xidian University"
Joe Near,University of Vermont
Johes Bater,Duke University
Kostas Chatzikokolakis,University of Athens
Kunal Talwar,Apple
Marco Gaboardi,Boston University
Michael Carl Tschantz,ICSI
Michael Hay,Colgate/Tumult
Oana Goga,CNRS
Rachel Cummings,Columbia
Ryan McKenna,UMass Amherst
Ryan Rogers,LinkedIn
Simon Oya,Waterloo
Thorsten Strufe,KIT
Tianhao Wang,University of Virginia
Xi He,University of Waterloo
Xiaokui Xiao,National University of Singapore
Zeyu Ding,Penn State University
Yongdae Kim,"KAIST, Republic of Korea"
Jong Kim,"POSTECH, Republic of Korea"
Giovanni Vigna,"University of California, Santa Barbara / VMware, USA"
Elaine Shi,"Carnegie Mellon University, USA"
Jin Kwak,"Ajou University, Republic of Korea"
Somesh Jha,"University of Wisconsin-Madison, USA"
Rebecca Wright,"Barnard College, USA"
Carl Landwehr,"George Washington University, USA"
Trent Jaeger,"Pennsylvania State University, USA"
Stefan Savage,"University of California-San Diego, USA"
David Basin,"ETH Zurich, Swiss"
Abbas Razaghpanah,ICSI Research Scientist
Adam Doupe,Arizona State University
Adam Oest,PayPal
Ahmad Bashir,Google
Ahmad-Reza Sadeghi,Technical University of Darmstadt
Albert Cheu,Georgetown University
Alejandro Russo,Chalmers University of Technology
Alessandra Scafuro,North Carolina State University
Alexandra Dmitrienko,University of Wuerzburg
Alexandros Kapravelos,North Carolina State University
Alexandru Bardas,University of Kansas
Alin Tomescu,VMware Research
Alley Stoughton,Boston University
Alvaro Cardenas,"University of California, Santa Cruz"
Amir Rahmati,Stony Brook University
Andrea Continella,University of Twente
Andreas Zeller,CISPA Helmholtz Center for Information Security
Andrei Sabelfeld,Chalmers University of Technology
Andrew Baumann,Microsoft Research
Ania Piotrowska,Nym Technologies
Aniket Kate,Purdue University
Anil Kurmus,IBM Research Europe - Zurich
Anna Maria Mandalari,"Imperial College, UK"
Antigoni Polychroniadou,J.P. Morgan AI Research
Antonio Marcedone,Zoom Video Communications
Anupam Das,North Carolina State University
Arkady Yerukhimovich,George Washington University
Arpita Patra,IISc Bangalore
Arthur Gervais,Imperial College London
Ashwin Machanavajjhala,Duke University
Asia Slowinska,IBM Security
Aurélien Francillon,EURECOM
Aurore Fass,CISPA Helmholtz Center for Information Security
Avishay Yanai,VMware Research
Ben Livshits,Imperial College London
Ben Stock,CISPA Helmholtz Center for Information Security
Ben Y. Zhao,University of Chicago
Benedikt Bünz,Stanford University
Benjamin Fisch,Stanford University
Bimal Viswanath,Virginia Tech
Blase Ur,University of Chicago
Bo Li,UIUC
Bryan Ford,EPFL
Carsten Baum,Aarhus University
Catherine Meadows,US Naval Research Laboratory
Chao Shen,Xi’an Jiaotong University
Charalampos Papamanthou,University of Maryland
Chen Yan,Zhejiang University
Chris Hawblitzel,Microsoft Research
Christina Ilvento,Harvard University
Christopher Kruegel,"University of California, Santa Barbara"
Dana Drachsler Cohen,Technion
Danfeng Zhang,Penn State University
Daniel Dubois,Northeastern University
Daniel Genkin,University of Michigan
Daniel Gruss,Graz University of Technology
Daniel Holcomb,University of Massachusetts Amherst
Daniel Kifer,Penn State
Daniel Slamanig,AIT Austrian Institute of Technology
Daniel Votipka,Tufts University
David Barrera,Carleton Univeristy
David Chisnall,Microsoft Research
David Choffnes,Northeastern University
David Heath,Georgia Institute of Technology
Deepak Garg,Max Planck Institute for Software Systems
Deian Stefan,UC San Diego
Dominique Devriese,KU Leuven
Doowon Kim,"University of Tennessee, Knoxville"
Elaine Shi,Carnegie Mellon University
Emmanuela Orsini,KU Leuven
Engin Kirda,Northeastern University
Eric Wustrow,University of Colorado Boulder
Erik van der Kouwe,Vrije Universiteit Amsterdam
Esha Ghosh,Microsoft Research
Evgenios Kornaropoulos,George Mason University
Ewa Syta,Trinity College
Fan Zhang,Duke University
Frank Li,Georgia Institute of Technology
Frank Piessens,KU Leuven
Frederico Araujo,IBM Research
Gagandeep Singh,‘VMWare Research and UIUC
Gang Wang,University of Illinois at Urbana-Champaign
Gautam Kamath,University of Waterloo
George Danezis,University College London
Georgios Portokalidis,Stevens Institute of Technology
Giancarlo Pellegrino,CISPA Helmholtz Center for Information Security
Giovanni Cherubin,Alan Turing Institute
Giovanni Vigna,UC Santa Barbara and VMware
Giulio Malavolta,Max Planck Institute for Security and Privacy
Güliz Seray Tuncay,Google
Hamed Okhravi,MIT Lincoln Laboratory
Haojin Zhu,Shanghai Jiao Tong University
Herbert Bos,Vrije Universiteit Amsterdam
Hong-Sheng Zhou,Virginia Commonwealth University
Ian Goldberg,University of Waterloo
Ioana Boureanu,"Univ. of Surrey, Surrey Centre for Cyber Security"
Irene Giacomelli,Protocol Labs
Ittai Abraham,VMware Research
Jason Polakis,University of Illinois at Chicago
Jelena Mirkovic,USC
Jeremiah Onaolapo,University of Vermont
Jeyavijayan Rajendran,Texas A&M University
Johannes Kinder,Bundeswehr University Munich
Jon McCune,Google
Jonathan Ullman,Northeastern University
Joppe W. Bos,NXP Semiconductors
Julian Loss,University of Maryland
Jun Xu,Stevens Institute of Technology
Kangjie Lu,University of Minnesota
Kartik Nayak,Duke University
Katharina Kohls,Radboud University
Kaveh Razavi,ETH Zurich
Kelsey Fulton,University of Maryland
Klaus v. Gleissenthall,Vrije Universiteit Amsterdam
Konrad Rieck,TU Braunschweig
Kun Sun,George Mason University
Lejla Batina,Radboud University
Limin Jia,CMU
Long Lu,Ant Group and Northeastern University
Lorenzo Cavallaro,University College London
Luca Invernizzi,Google
Lucas Davi,University of Duisburg-Essen
Lujo Bauer,Carnegie Mellon University
Marcel Böhme,"MPI-SP, Germany and Monash University, Australia"
Marco Guarnieri,IMDEA Software Institute
Marco Patrignani,Cispa helmholtz center for information security
Mariana Raykova,Google Inc.
Mark Simkin,Aarhus University
Martina Lindorfer,TU Wien
Mathy Vanhoef,KU Leuven
Matteo Maffei,TU Wien
Mattijs Jonker,University of Twente
Mayank Varia,Boston University
Merve Sahin,SAP Security Research
Micah Sherr,Georgetown University
Michael Backes,CISPA Helmholtz Center for Information Security
Michael Carl Tschantz,International Computer Science Institute
Michael Coblenz,University of Maryland
Michel van Eeten,Delft University of Technology
Milad Nasr,UMASS
Minhui (Jason) Xue,The University of Adelaide
Mobin Javed,LUMS Pakistan
Musard Balliu,KTH Royal Institute of Technology
Muthuramakrishnan Venkitasubramaniam,University of Rochester
Narseo Vallina-Rodriguez,IMDEA Networks/ICSI
Neetesh Saxena,Cardiff University
Neil Gong,Duke University
Nele Mentens,Leiden University and KU Leuven
Ni Trieu,Arizona State University
Nick Nikiforakis,Stony Brook University
Nikita Borisov,UIUC
Nishanth Chandran,"Microsoft Research, India"
Nuno Santos,INESC-ID / IST Universidade de Lisboa
Oana Goga,CNRS
Olga Ohrimenko,The University of Melbourne
Patricia Arias Cabarcos,Paderborn University
Patrick McDaniel,Penn State University
Patrick Tague,Carnegie Mellon University
Paul Pearce,Georgia Tech
Pedro Moreno-Sanchez,IMDEA Software Institute
Peter Rindal,Visa Research
Peter Scholl,Aarhus University
Peter Snyder,Brave Browser
Phillipa Gill,Google/U. Massachusetts - Amherst
Pin-Yu Chen,IBM Research AI
Pramod Viswanath,UIUC
Prateek Saxena,National University of Singapore
Qi Alfred Chen,UC Irvine
Qi Li,Tsinghua University
Rahul Chatterjee,University of Wisconsin-Madison
Rakesh Verma,University of Houston
Ralf Sasse,ETH Zurich
Reza Shokri,National University of Singapore (NUS)
Rishab Nithyanand,University of Iowa
Roger Wattenhofer,ETH Zurich
Ruben Martins,Carnegie Mellon University
Ruoyu Fish Wang,Arizona State University
Ryan Gerdes,Virginia Tech
Sadia Afroz,"ICSI, Avast"
Sajjad JJ Arshad,Google Inc.
Sanchari Das,University of Denver
Sarah Meiklejohn,University College London / Google
Shiqing Ma,Rutgers University
Shruti Tople,Microsoft Research
Shuang Song,"Google Research, Brain"
Siamak F. Shahandashti,University of York
Simon Oya,University of Waterloo
Simon Woo,Sungkyunkwan University
Soo-Jin Moon,Google
Sooel Son,KAIST
Sophia Yakoubov,Aarhus University
Srdjan Capkun,ETH Zurich
Stefan Dziembowski,University of Warsaw
Stefanie Roos,TU Delft
Stefano Calzavara,Università Ca’ Foscari Venezia
Stéphanie Delaune,"CNRS, Irisa"
Steve Lu,"Stealth Software Technologies, Inc."
Suman Jana,Columbia
Tamara Rezk,INRIA Sophia-Antipolis
Thomas Schneider,TU Darmstadt
Tianhao Wang,Carnegie Mellon University and University of Virginia
Timos Antonopoulos,Yale University
Ting Wang,Penn State
Tobias Fiebig,TU Delft
Toby Murray,University of Melbourne
Ulfar Erlingsson,Apple
Umar Iqbal,The University of Iowa
V.N. Venkatakrishnan,UIC
Valeria Nikolaenko,Novi/Facebook
Vasileios Kemerlis,Brown University
Veelasha Moonsamy,Ruhr University Bochum
Vincent Cheval,INRIA Paris
Wei Meng,Chinese University of Hong Kong
Wenbo Guo,The Pennsylvania State University
Wenyuan Xu,Zhejiang University
Xi He,University of Waterloo
Xiangyu Zhang,Purdue University
Xiao Wang,Northwestern University
XiaoFeng Wang,Indiana University Bloomington
Xiaoyu Ji,Zhejiang University
Xinyu Xing,Pennsylvania State University
Xuejia Lai,SJTU
Yajin Zhou,Zhejiang University
Yanchao Zhang,Arizona State University
Yang Zhang,CISPA Helmholtz Center for Information Security
Yanick Fratantonio,Cisco Talos
Yier Jin,University of Florida
Yinzhi Cao,Johns Hopkins University
Yizheng Chen,"University of California, Berkeley"
Yongdae Kim,KAIST
Yousra Aafer,University of Waterloo
Yuan Tian,University of Virginia
Yupeng Zhang,Texas A&M University
Z. Berkay Celik,Purdue University
Z. Morley Mao,University of Michigan
Ziming Zhao,University at Buffalo
Jay Ligatti,"University of South Florida, USA"
Xinming Ou,"University of South Florida, USA"
